sequencing_batch_id	species_code	era	site_id	match_id	collection_year_start	sequencing_type	#_of_individuals	seq_run_number	seq_complete?	hpc_name	hpc_path	read_length	project_owner	data_uploaded_by	geome_expedition_name	geome_expedition_guid	ncbi_bioproject_accession_number	ncbi_biosample_accession_number	ncbi_project_title	ncbi_data_public?	sequencing_notes	bioinformatics_notes
Och_CTum_2021_LCWGS_1	Och	C	Tum	Tumi	2021	LCWGS	50	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/1st_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_2021_Sitangkai_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gan2	PRJNA1347862	NA	Ostorhinchus_chrysopomus_2021_Sitangkai_Tawitawi_lcwgs	NA	NA	NA
Och_CTum_2021_LCWGS_2	Och	C	Tum	Tumi	2021	LCWGS	50	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_2021_Sitangkai_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gan2	PRJNA1347862	NA	Ostorhinchus_chrysopomus_2021_Sitangkai_Tawitawi_lcwgs	NA	NA	NA
Och_CTum_2021_LCWGS_4	Och	C	Tum	Tumi	2021	LCWGS	48	4	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_2021_Sitangkai_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gan2	PRJNA1347862	NA	Ostorhinchus_chrysopomus_2021_Sitangkai_Tawitawi_lcwgs	NA	NA	NA
Och_CTum_2021_SSL_1	Och	C	Tum	Tumi	2021	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/ostorhinchus_chrysopomus	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Par_ARag_1909_LCWGS_1	Par	A	Rag	RagR	1909	LCWGS	21	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/1st_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	very_high_contamination_likely_unusable	NA
Par_ARag_1909_LCWGS_2	Par	A	Rag	RagR	1909	LCWGS	21	2	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/2nd_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	very_high_contamination_likely_unusable	NA
Par_CPas_2019_LCWGS_1	Par	C	Pas	RagR	2019	LCWGS	50	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/1st_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Par_CPas_2019_LCWGS_2	Par	C	Pas	RagR	2019	LCWGS	50	2	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/2nd_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Par_CPas_2019_SSL_1	Par	C	Pas	RagR	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/periophthalmus_argentilineatus	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pba_ABir_1909_LCWGS_1	Pba	A	Bir	Bali	1909	LCWGS	13	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1909_Biri_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GfJ2	PRJNA1348186	NA	Pomacentrus_brachialis_1909_Biri_NorthernSamar_lcwgs	NA	NA	NA
Pba_ABir_1909_LCWGS_2	Pba	A	Bir	Bali	1909	LCWGS	13	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1909_Biri_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GfJ2	PRJNA1348186	NA	Pomacentrus_brachialis_1909_Biri_NorthernSamar_lcwgs	NA	NA	NA
Pba_ABur_1908_LCWGS_1	Pba	A	Bur	Buri	1908	LCWGS	56	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1908_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/GfW2	PRJNA1348191	NA	Pomacentrus_brachialis_1908_SanPascual_Masbate_lcwgs	NA	NA	NA
Pba_ABur_1908_LCWGS_2	Pba	A	Bur	Buri	1908	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1908_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/GfW2	PRJNA1348191	NA	Pomacentrus_brachialis_1908_SanPascual_Masbate_lcwgs	NA	NA	NA
Pba_AGal_1908_LCWGS_1	Pba	A	Gal	PGal	1908	LCWGS	20	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1909_Batangas_Batangas_lcwgs	https://n2t.net/ark:/21547/Gfo2	PRJNA1348184	NA	Pomacentrus_brachialis_1909_Batangas_Batangas_lcwgs	NA	NA	NA
Pba_AGal_1908_LCWGS_2	Pba	A	Gal	PGal	1908	LCWGS	20	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1909_Batangas_Batangas_lcwgs	https://n2t.net/ark:/21547/Gfo2	PRJNA1348184	NA	Pomacentrus_brachialis_1909_Batangas_Batangas_lcwgs	NA	NA	NA
Pba_AMar_1908_LCWGS_1	Pba	A	Mar	PGal	1908	LCWGS	14	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1908_Batangas_Batangas_lcwgs	https://n2t.net/ark:/21547/Gfi2	PRJNA1348194	NA	Pomacentrus_brachialis_1908_Batangas_Batangas_lcwgs	NA	NA	NA
Pba_AMar_1908_LCWGS_2	Pba	A	Mar	PGal	1908	LCWGS	14	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1908_Batangas_Batangas_lcwgs	https://n2t.net/ark:/21547/Gfi2	PRJNA1348194	NA	Pomacentrus_brachialis_1908_Batangas_Batangas_lcwgs	NA	NA	NA
Pba_APal_1909_LCWGS_1	Pba	A	Pal	Bali	1909	LCWGS	10	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1909_Salvacion_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GfQ2	PRJNA1348187	NA	Pomacentrus_brachialis_1909_Salvacion_NorthernSamar_lcwgs	NA	NA	NA
Pba_APal_1909_LCWGS_2	Pba	A	Pal	Bali	1909	LCWGS	10	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1909_Salvacion_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GfQ2	PRJNA1348187	NA	Pomacentrus_brachialis_1909_Salvacion_NorthernSamar_lcwgs	NA	NA	NA
Pba_ATat_1908_LCWGS_1	Pba	A	Tat	Tata	1908	LCWGS	21	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1908_Bongao_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gfu2	PRJNA1348185	NA	Pomacentrus_brachialis_1908_Bongao_Tawi-tawi_lcwgs	NA	NA	NA
Pba_ATat_1908_LCWGS_2	Pba	A	Tat	Tata	1908	LCWGS	21	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_1908_Bongao_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gfu2	PRJNA1348185	NA	Pomacentrus_brachialis_1908_Bongao_Tawi-tawi_lcwgs	NA	NA	NA
Pba_CCab_2022_LCWGS_1	Pba	C	Cab	Bali	2022	LCWGS	68	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_2022_Biri_NorthernSamar_lcwgs; Pbr_2022_Allen_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GgA2; https://n2t.net/ark:/21547/GgG2	PRJNA1348189; PRJNA1348196	NA	Pomacentrus_brachialis_2022_Biri_NorthernSamar_lcwgs; Pomacentrus_brachialis_2022_Allen_NorthernSamar_lcwgs	NA	NA	NA
Pba_CCab_2022_LCWGS_2	Pba	C	Cab	Bali	2022	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_2022_Biri_NorthernSamar_lcwgs; Pbr_2022_Allen_NorthernSamar_lcwgs	https://n2t.net/ark:/21547/GgA2; https://n2t.net/ark:/21547/GgG2	PRJNA1348189; PRJNA1348196	NA	Pomacentrus_brachialis_2022_Biri_NorthernSamar_lcwgs; Pomacentrus_brachialis_2022_Allen_NorthernSamar_lcwgs	NA	NA	NA
Pba_CMas_2022_LCWGS_1	Pba	C	Mas	Buri	2022	LCWGS	25	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_2022_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/GgM2	PRJNA1348190	NA	Pomacentrus_brachialis_2022_SanPascual_Masbate_lcwgs	NA	NA	NA
Pba_CMas_2022_LCWGS_2	Pba	C	Mas	Buri	2022	LCWGS	25	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_2022_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/GgM2	PRJNA1348190	NA	Pomacentrus_brachialis_2022_SanPascual_Masbate_lcwgs	NA	NA	NA
Pba_CTat_2021_LCWGS_1	Pba	C	Tat	Tata	2021	LCWGS	64	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_2021_Bongao_Tawitawi_lcwgs	https://n2t.net/ark:/21547/GgT2	PRJNA1348195	NA	Pomacentrus_brachialis_2021_Bongao_Tawi-tawi_lcwgs	NA	NA	NA
Pba_CTat_2021_LCWGS_2	Pba	C	Tat	Tata	2021	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_2021_Bongao_Tawitawi_lcwgs	https://n2t.net/ark:/21547/GgT2	PRJNA1348195	NA	Pomacentrus_brachialis_2021_Bongao_Tawi-tawi_lcwgs	NA	NA	NA
Pba_CVer_2022_LCWGS_1	Pba	C	Ver	PGal	2022	LCWGS	45	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/1st_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_2022_Batangas_Batangas_lcwgs	https://n2t.net/ark:/21547/GgZ2	PRJNA1348198	NA	Pomacentrus_brachialis_2022_Batangas_Batangas_lcwgs	NA	NA	NA
Pba_CVer_2022_LCWGS_2	Pba	C	Ver	PGal	2022	LCWGS	45	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Jason Selwyn	Pbr_2022_Batangas_Batangas_lcwgs	https://n2t.net/ark:/21547/GgZ2	PRJNA1348198	NA	Pomacentrus_brachialis_2022_Batangas_Batangas_lcwgs	NA	NA	NA
Pba_CTat_2021_SSL_1	Pba	C	Tat	Tata	2021	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/pomacentrus_brachialis	PE_150	Jem_Baldisimo	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pbb_AGal_1908_LCWGS_1	Pbb	A	Gal	PGal	1908	LCWGS	36	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/parupeneus_barberinus/1st_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Pbb_1908_Puerto-Galera_Oriental-Mindoro_lcwgs	https://n2t.net/ark:/21547/Fpk2	PRJNA1171860	NA	Parupeneus_barberinus_1908_Puerto-Galera_Oriental-Mindoro_lcwgs	No	NA	NA
Pbb_AGal_1908_LCWGS_2	Pbb	A	Gal	PGal	1908	LCWGS	32	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_parupeneus_barberinus_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Pbb_1908_Puerto-Galera_Oriental-Mindoro_lcwgs	https://n2t.net/ark:/21547/Fpk2	PRJNA1171860	NA	Parupeneus_barberinus_1908_Puerto-Galera_Oriental-Mindoro_lcwgs	No	NA	NA
Pbb_CGal_2022_LCWGS_1	Pbb	C	Gal	PGal	2022	LCWGS	36	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/parupeneus_barberinus/1st_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Pbb_2022_Batangas-City_Batangas_lcwgs	https://n2t.net/ark:/21547/FqK2	PRJNA1170328	NA	Parupeneus_barberinus_2022_Batangas-City_Batangas_lcwgs	No	2_location_codes:_individuals_001-008_CGal,_009_and_on_CVer._All_are_from_the_same_lot-_naming_convention_changed_after_001-008_were_used_as_probes	NA
Pbb_CGal_2022_LCWGS_2	Pbb	C	Gal	PGal	2022	LCWGS	36	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_parupeneus_barberinus_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Pbb_2022_Batangas-City_Batangas_lcwgs	https://n2t.net/ark:/21547/FqK2	PRJNA1170328	NA	Parupeneus_barberinus_2022_Batangas-City_Batangas_lcwgs	No	2_location_codes:_individuals_001-008_CGal,_009_and_on_CVer._All_are_from_the_same_lot-_naming_convention_changed_after_001-008_were_used_as_probes	NA
Pbb_CVer_2022_LCWGS_1	Pbb	C	Ver	PGal	2022	LCWGS	8	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/parupeneus_barberinus/1st_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Pbb_2022_Batangas-City_Batangas_lcwgs	https://n2t.net/ark:/21547/FqK2	PRJNA1170328	NA	Parupeneus_barberinus_2022_Batangas-City_Batangas_lcwgs	No	2_location_codes:_individuals_001-008_CGal,_009_and_on_CVer._All_are_from_the_same_lot-_naming_convention_changed_after_001-008_were_used_as_probes	NA
Pbb_CVer_2022_LCWGS_2	Pbb	C	Ver	PGal	2022	LCWGS	8	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_parupeneus_barberinus_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Gianna_Mazzei	Pbb_2022_Batangas-City_Batangas_lcwgs	https://n2t.net/ark:/21547/FqK2	PRJNA1170328	NA	Parupeneus_barberinus_2022_Batangas-City_Batangas_lcwgs	No	2_location_codes:_individuals_001-008_CGal,_009_and_on_CVer._All_are_from_the_same_lot-_naming_convention_changed_after_001-008_were_used_as_probes	NA
Pbb_CGal_2022_SSL_1	Pbb	C	Gal	PGal	2022	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/parupeneus_barberinus	PE_150	Jem_Baldisimo	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pli_AMvi_1908_LCWGS_1	Pli	A	Mvi	Masi	1908	LCWGS	96	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/plotosus_lineatus/1st_sequencing_run	PE_150	Jem_Baldisimo	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pli_CMvi_2019_LCWGS_1	Pli	C	Mvi	Masi	2019	LCWGS	54	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/plotosus_lineatus/1st_sequencing_run	PE_150	Jem_Baldisimo	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pli_CMvi_2019_SSL_1	Pli	C	Mvi	Masi	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ppa_CPnd_2021_SSL_1	Ppa	C	Pnd	Pand	2021	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/pomacentrus_pavo	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Psq_AGal_1909_LCWGS_1	Psq	A	Gal	PGal	1909	LCWGS	74	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run	PE_150	Jem_Baldisimo	Mikaela	Psq_1909_PuertoGalera_OrientalMindoro_lcwgs	https://n2t.net/ark:/21547/GWL2	PRJNA1312039	NA	Pseudanthias_squamipinnis_1909_PuertoGalera_OrientalMindoro_lcwgs	No	NA	NA
Psq_AGal_1908_LCWGS_1	Psq	A	Gal	PGal	1908	LCWGS	13	1	NA	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run	PE_150	Jem_Baldisimo	Mikaela	Psq_1908_PuertoGalera_OrientalMindoro_lcwgs	https://n2t.net/ark:/21547/GWF2	PRJNA1311639	NA	Pseudanthias_squamipinnis_1908_PuertoGalera_OrientalMindoro_lcwgs	No	NA	NA
Psq_AGal_1908_LCWGS_2	Psq	A	Gal	PGal	1908	LCWGS	10	2	NA	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/2nd_sequencing_run	PE_150	Jem_Baldisimo	Mikaela	Psq_1908_PuertoGalera_OrientalMindoro_lcwgs	https://n2t.net/ark:/21547/GWF2	PRJNA1311639	NA	Pseudanthias_squamipinnis_1908_PuertoGalera_OrientalMindoro_lcwgs	No	NA	NA
Psq_AGal_1909_LCWGS_2	Psq	A	Gal	PGal	1909	LCWGS	38	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pseudanthias_squamipinnis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Mikaela	Psq_1909_PuertoGalera_OrientalMindoro_lcwgs	https://n2t.net/ark:/21547/GWL2	PRJNA1312039	NA	Pseudanthias_squamipinnis_1909_PuertoGalera_OrientalMindoro_lcwgs	No	NA	NA
Psq_CVer_2022_LCWGS_1	Psq	C	Ver	PGal	2022	LCWGS	64	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/1st_sequencing_run	PE_150	Jem_Baldisimo	Mikaela	Psq_2022_VerdeIsland_Batangas_lcwgs	https://n2t.net/ark:/21547/GVz2	PRJNA1312072	NA	Pseudanthias_squamipinnis_2022_VerdeIsland_Batangas_lcwgs	No	NA	NA
Psq_CVer_2022_LCWGS_2	Psq	C	Ver	PGal	2022	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_pseudanthias_squamipinnis_lcwgs/2nd_sequencing_run	PE_150	Jem_Baldisimo	Mikaela	Psq_2022_VerdeIsland_Batangas_lcwgs	https://n2t.net/ark:/21547/GVz2	PRJNA1312072	NA	Pseudanthias_squamipinnis_2022_VerdeIsland_Batangas_lcwgs	No	NA	NA
Psq_CGal_2022_SSL_1	Psq	C	Gal	PGal	2022	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/pseudanthias_squamipinnis	PE_150	Jem_Baldisimo	Mikaela	NA	NA	NA	NA	NA	NA	NA	NA
Sde_AMar_1908_CSSL_1	Sde	A	Mar	PMar	1908	CSSL	59	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_delicatulus	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_AMat_1909_CSSL_1	Sde	A	Mat	MatB	1909	CSSL	90	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_delicatulus	PE_150	Eric_Garcia	Gianna_Mazzei	Sde_1909_Matnog_Sorsogon_cssl	https://n2t.net/ark:/21547/FwY2	PRJNA1197748	NA	Spratelloides_delicatulus_1909_Matnog_Sorsogon_CaptureSeq	No	NA	NA
Sde_AMat_1909_CSSL_2	Sde	A	Mat	MatB	1909	CSSL	2	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Eric_Garcia	Gianna_Mazzei	Sde_1909_Matnog_Sorsogon_cssl	https://n2t.net/ark:/21547/FwY2	PRJNA1197748	NA	Spratelloides_delicatulus_1909_Matnog_Sorsogon_CaptureSeq	No	NA	NA
Sde_CHam_2019_CSSL_1	Sde	C	Ham	PMar	2019	CSSL	58	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_delicatulus	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_CMat_2017_CSSL_1	Sde	C	Mat	MatB	2017	CSSL	87	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/spratelloides_delicatulus	PE_150	Eric_Garcia	Gianna_Mazzei	Sde_2017_Bulan_Sorsogon_cssl	https://n2t.net/ark:/21547/FwS2	PRJNA1197565	NA	Spratelloides_delicatulus_2017_Bulan_Sorsogon_CaptureSeq	No	NA	NA
Sde_CMat_2017_CSSL_2	Sde	C	Mat	MatB	2017	CSSL	2	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Eric_Garcia	Gianna_Mazzei	Sde_2017_Bulan_Sorsogon_cssl	https://n2t.net/ark:/21547/FwS2	PRJNA1197565	NA	Spratelloides_delicatulus_2017_Bulan_Sorsogon_CaptureSeq	No	NA	NA
Sde_ABol_1908_LCWGS_5	Sde	A	Bol	Mala	1908	LCWGS	48	5	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/5th_sequencing_run	PE_150	Eric_Garcia	Jason Selwyn	Sde_1908_Taytay_Palawan_lcwgs	https://n2t.net/ark:/21547/GaP2	PRJNA1348210	NA	Spratelloides_delicatulus_1908_Taytay_Palawan_lcwgs	NA	NA	NA
Sde_ABul_1909_LCWGS_2	Sde	A	Bul	Jolo	1909	LCWGS	78	2	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_AGui_1908_LCWGS_2	Sde	A	Gui	Guij	1908	LCWGS	35	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Omar_Mahadalle	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_AGui_1908_LCWGS_5	Sde	A	Gui	Guij	1908	LCWGS	35	5	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/5th_sequencing_run	PE_150	Omar_Mahadalle	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_AMar_1908_LCWGS_5	Sde	A	Mar	PMar	1908	LCWGS	54	5	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/5th_sequencing_run	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_ATum_1908_LCWGS_2	Sde	A	Tum	Tumi	1908	LCWGS	41	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_CHam_2019_LCWGS_5	Sde	C	Ham	PMar	2019	LCWGS	58	5	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/5th_sequencing_run	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_CJol_2019_LCWGS_2	Sde	C	Jol	Jolo	2019	LCWGS	64	2	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_CMal_2022_LCWGS_5	Sde	C	Mal	Mala	2022	LCWGS	48	5	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/5th_sequencing_run	PE_150	Eric_Garcia	Jason Selwyn	Sde_2022_Taytay_Palawan_lcwgs	https://n2t.net/ark:/21547/GaV2	PRJNA1348204	NA	Spratelloides_delicatulus_2022_Taytay_Palawan_lcwgs	NA	NA	NA
Sde_CTum_2021_LCWGS_2	Sde	C	Tum	Tumi	2021	LCWGS	64	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Eric_Garcia	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sde_CVal_2021_LCWGS_2	Sde	C	Val	Guij	2021	LCWGS	64	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run	PE_150	Omar_Mahadalle	NA	NA	NA	NA	NA	NA	NA	NA	NA
